keystroke_speed,touch_pressure,device_tilt,payment_amount,merchant_type,time_of_day,fraud
32.897702980320354,1.409070507811205,22.512534084349216,18875.340533588056,6,2,1
94.37581218740584,1.3290117765711176,3.1227338656882524,46171.97244859539,2,1,0
84.64963036515336,4.522953695035417,4.04445832812723,27286.751316104244,4,1,0
70.67230052083389,3.4443164854623283,27.041040254658874,13560.149047100975,4,2,0
89.71684721501742,1.1844692745002279,15.343135714600123,35149.69618192187,0,2,0
84.29376615192916,2.4814553826575705,41.27706299599563,32979.20014808537,1,3,0
34.925604710882865,3.2688411128141093,18.29657418117625,49457.3534235258,2,1,0
91.40471987919823,0.8755883824522248,6.4476656416188485,13325.859641723237,6,0,1
63.147379353252056,4.470873657833025,32.16234750759162,33635.7691828206,0,1,0
84.595212413125,4.116215909486908,13.200903964845443,2695.9853759694,0,0,0
91.68730399387945,2.7734304810948722,23.646163831015194,5770.937330966299,3,0,0
45.44027799774911,4.852069768666267,31.40247534773265,295.52691005955376,1,0,0
28.80415396221414,2.3799244067379486,40.511885004093166,49973.08798487769,6,3,1
38.234813003355335,4.92849643566424,35.648603766075425,40133.45748765914,1,2,1
54.1686230901005,3.5056399946163217,30.436248054272586,39357.47843520369,2,2,0
85.44118127379944,3.3560207296427365,30.583493207781462,25535.331156880166,1,3,0
88.85844666050747,1.2467970288310326,42.56660898144389,15073.347436981452,0,2,1
20.556170442495258,4.468674912370898,13.312084387344122,7648.087794687529,1,3,0
60.85978420620526,2.423703595642768,0.05004423882843334,14305.269468438537,1,1,0
53.39288025190232,1.230050326021157,12.23795517291894,18860.963974264043,4,3,0
37.76862483765842,0.5567338398909156,9.805112083203479,37839.87383931667,6,2,1
29.589229386694626,3.0189005763727215,29.782556330129918,27029.123266267306,6,2,1
47.00921371229023,2.8732982995520433,28.517021989448807,3966.4329651185863,0,1,0
95.43277631300154,3.7370913006612136,26.705762221712572,999.6475470497207,5,3,0
45.856234561660415,4.50616123858011,0.7309549444254165,5206.375758749751,1,1,0
61.50324973946929,0.8573296308936329,32.79501245027914,20583.88581349923,1,0,0
76.24151671161422,3.7917342065316304,14.558868561847119,46666.32656074601,3,3,0
49.09036819034352,1.34335374843912,29.9275195052984,31906.38381234016,6,1,1
97.74256661767686,4.361796739207238,25.0460292825969,40111.112403788204,1,1,0
96.99578359536889,4.1857858123774525,15.422891644255824,23372.092265776973,6,2,0
40.14258366602913,2.9335718974349496,6.055932019684849,18147.137551432636,1,3,0
59.77988047139084,3.696092593804902,4.248850394721643,5509.178598559474,4,0,0
44.07026478534157,1.9145755093268677,37.41832499005006,43809.05780709162,0,0,0
42.78723955019741,2.620255545197666,41.32788939367011,39179.68544849235,6,3,1
22.950955788362624,4.197366039697123,29.24046210439348,8489.093070126482,2,3,0
68.76514671839175,2.5666933872794626,4.654535168721752,25661.8021374254,0,1,0
60.21432185830892,2.110092193964488,18.09122475997083,24420.00291527012,3,2,0
24.118300099999146,2.7239560126263496,32.80226400473207,31292.068479057776,0,2,0
42.29171713892892,4.227121635967483,35.09193978045307,47314.72601016393,1,2,0
92.6612708773323,2.0084362131689275,5.319838003098987,29030.594943947734,3,3,0
39.16495125335779,1.2819271691108471,0.0013823480422087142,27056.84161225307,0,2,0
31.591589767297847,3.7040630914885133,32.04616706462723,2611.1143534397306,3,1,0
59.15622082220504,4.2169019571863675,16.046827919379254,3239.083053299394,2,3,0
98.85203632884806,0.9528686533559,11.451659922821712,9448.604887206766,0,3,0
39.364421720920035,1.5794335074017511,0.5803861405286448,1720.2915074182392,6,2,0
73.77084379247029,1.1388739539244725,24.313473304267486,37193.30948894362,6,0,1
80.9295692262974,2.0657363521197496,38.30178309416918,36194.18216929876,5,0,1
39.01100351939198,2.526579405074357,43.09342408226645,6889.206098138983,1,1,0
78.25730788894876,3.869718516334879,25.458522777598017,41820.337149684514,3,2,0
49.422650617540256,3.4301641319675333,23.150759748295236,7823.823138820988,5,2,0
70.58446644748636,3.2941785536529404,3.82753734701585,15128.661791168204,5,3,0
70.68237686087159,2.0856872597434446,24.69927606941699,12523.947268152115,4,3,0
62.86197472598068,4.28651398888142,17.09905855344276,18678.124218795085,3,2,0
27.223181604352664,2.6207922532917407,27.32108763976096,12807.721917909097,5,3,1
86.82419964713904,4.905972221068195,17.4926856544446,24498.65122927876,4,2,0
45.66240519773886,3.3536396223308156,10.813460555266504,20429.653279598802,5,1,0
34.92148083198834,1.0681913370402623,4.273437385276942,49329.81758988839,1,3,1
23.262011324381113,3.542799029339453,14.171330006500307,2890.724871398461,2,2,0
67.27143545505935,1.9629680694426455,4.349017542948853,7194.850681728846,4,3,0
74.2051489473826,3.5884723850874383,7.960362787079277,2736.012106039264,2,1,0
21.32702631422849,0.8133851667308258,44.43012713607957,31329.475629620552,3,3,1
60.96744466394248,1.2869664672918173,19.98466006079784,2820.012942944607,1,2,0
38.11966201583503,4.350817665076038,23.934229492725745,41838.342895068556,4,3,0
71.61382323275599,1.522308006605817,39.31283379317469,25645.737671028197,3,3,0
33.94931432039932,4.26668506359323,44.80060052208095,26397.68046661853,5,2,1
75.27501904819728,1.7567423980448469,26.22215022051067,28123.56593483849,6,0,0
50.93882770404299,3.3929685952641844,36.561321946987725,8623.603944679915,0,3,0
94.93839909893876,3.6236775807942396,14.712346095150387,9964.746125412928,3,3,0
31.00167553167946,2.8069463891527384,13.7584780851281,16008.984411362933,2,1,0
47.285308084020684,1.8738980451352907,18.121667444755207,29715.471149510387,1,0,0
29.077881699247126,1.4568996936699325,30.26282682031421,10584.877019416705,1,1,1
93.97548946228503,0.649352095530918,30.698626016479444,5904.953183949736,3,2,0
90.18714827047847,1.8677588055832572,14.185774559225287,48508.832632279766,5,2,0
40.63533021721245,3.4392325573907736,5.994446586148291,1196.8925590001834,0,1,0
72.79872368273432,4.722371683018172,28.457831540947886,40154.60052626748,2,3,0
85.37777601609727,4.420420170183734,5.774663798494403,39422.9539637936,3,0,0
64.416064927957,3.9472914944088617,26.032162870319855,14930.98428087029,3,1,0
62.37204626848052,4.048013044639844,31.203995762533904,6867.768138764939,6,1,0
39.34818327203614,3.4924320656419785,31.527517337750325,7366.869470600628,1,2,0
27.44822142447194,1.6712908590470135,33.90624497968185,34901.837700135904,2,3,0
91.77726063626613,4.582377638176235,39.2786739704549,32176.048895200067,0,0,0
92.03344457306643,3.518295403576253,22.49815463841548,39159.0091451442,1,1,0
70.64811658186144,3.02198283941198,32.8612135288307,46880.31050271532,3,0,0
47.122383283896056,0.9994526114606648,27.862773091462653,34627.17542700294,1,0,1
47.93676596901287,2.5117499471289144,8.398797290895715,7876.9916739170285,1,1,0
78.07645430961915,2.571612220408668,1.1560340191233676,12247.786576593993,4,0,0
91.76882079620617,4.390536242852015,12.80436235546202,42125.467170568416,1,2,0
90.96691394120938,2.959916990845048,19.93651678519287,10544.373184127007,5,3,0
82.3900436686099,2.2118024703668433,27.769767499289532,3718.8636160286223,1,3,0
71.36253169234303,4.895601478297967,38.24816987264424,35193.6746967083,5,3,1
26.731197199603905,0.9982426699684206,8.831057251777453,20186.06513895809,2,2,1
32.930297127569105,2.4014679274037505,5.649740545431469,46009.99862204059,1,2,0
91.88433508216634,0.6891110382713238,43.35659763634474,32547.72804757371,0,2,0
68.5143247727672,3.8295685434511864,4.86200517193832,4611.906991803871,5,3,0
20.73576412933037,4.631344484896178,21.53209815482351,47398.04270595767,5,0,1
28.11772342928257,1.7601679829772023,26.350367795698585,13002.00745564827,3,2,0
73.08014152864446,4.3625375455960445,24.361848940834722,16926.90327127366,2,1,0
20.404926707697495,1.81498203707854,3.8714470664824443,20172.79464280875,1,2,0
32.86464411339989,4.598465727397619,2.5662111301628716,2656.092390575231,6,1,0
63.89870314932689,3.8928285661855275,4.7467542357466055,24876.119569307182,0,3,0
75.35161581541546,4.122080495786474,26.351445774267564,6253.592704657083,3,1,0
72.15690076020805,0.5810295002020452,24.495519943544448,20108.419301748752,2,2,0
37.941544756844785,4.832646606833117,10.518335641653492,17600.418420805006,5,2,0
76.97433770780287,3.7700194643164546,28.69983638305162,38664.720162982514,0,0,0
38.97992699974401,1.8713799292375999,36.90303759250422,40178.20853047328,1,3,0
46.03197585274142,4.232275991864811,1.8710531930967194,7755.302831215492,6,1,0
79.71931240944193,1.7668453928671848,22.415847459661908,18390.904250223386,4,3,0
71.97063192377718,4.427392278047575,31.018968544621064,18730.3227354884,4,2,0
87.93787283953424,1.0066117568537165,11.35403671813592,7655.381152410644,2,0,0
72.60903138402747,3.666586898573581,13.84969073819171,39942.82990205441,6,2,0
65.46468826683773,2.9331431449020964,27.613705634522272,35390.693583937624,0,2,0
27.493981426247398,0.9344051158794837,40.40708820496816,9600.051136222033,3,2,1
49.41726424475468,1.5885222271647754,36.446598913630474,18399.42323883057,0,1,1
41.216189414538036,0.5558181632479166,26.240859859481258,5379.67074034006,6,2,0
39.51917147032668,2.6094558445902765,32.85997729907621,31447.509194942893,5,3,1
97.84084438019565,1.8556936734200016,16.417011159350942,6156.459034976121,4,3,0
51.44781797334083,3.192608679339915,28.843448764444098,49298.115014383395,2,0,0
91.36372441416907,1.8375701346887774,20.978171600740065,39056.03552692433,1,3,0
70.49109007978103,1.849636001781431,8.54712614059024,19572.903624241353,0,2,0
83.58490428333187,3.8443693942922152,31.578222324476574,28970.340220739785,4,2,0
60.21096744841537,0.7166427619025906,25.04090868069699,45575.956629198794,3,3,1
66.15231077010873,4.563027478363942,16.137971187911614,27749.554091751725,2,0,0
59.401415505509114,4.335187434760316,41.01026355353838,8807.474471257963,1,0,0
35.61943902384356,3.5051210745188293,0.942035302202997,18997.29744349985,0,3,0
77.79616922092043,3.1694970654832293,14.20979180622732,42172.928764984295,3,1,0
42.46178899526846,4.515361241628435,2.559662899994095,32246.229497881934,1,1,0
21.945277314516307,1.333985807879215,34.493729229973226,32571.146778256636,5,1,1
71.63778367257342,0.8553612298587288,31.594835435120668,43354.39213585561,4,1,0
34.16885435256391,1.5777957645929215,14.910849843134267,44709.25556737898,5,3,1
95.23668674823314,4.075602254150857,30.404830599318288,45997.64933179387,4,0,0
96.31428616020699,0.656016200269175,17.81717517881774,4832.97474333249,3,2,0
93.18915121763588,3.1226307578757035,34.03142061400955,27251.887497958734,5,2,0
49.61269602043555,4.979468822860895,20.438264823151773,37051.4251087941,4,3,0
21.236529322309394,4.350632422268927,18.55258775242495,37870.64957183799,2,2,0
94.26548500701803,2.8465056006961524,42.062846196973545,30375.138478303194,3,1,0
54.254731865385146,0.7863840917898905,11.28955949508151,8422.68802566534,4,0,0
97.33238552349357,4.241180814735694,5.420130299845444,39891.28564168905,0,3,0
97.08959816714022,3.1954032867974473,26.304440096675616,36033.55554239579,4,0,0
88.24075643738881,1.0171984867680508,43.61948155278805,4398.175000296911,5,3,0
43.55591136556686,0.922357781705103,17.0027646177234,23244.110251251375,2,3,1
50.807818288154024,4.593320687464666,2.7916543632951685,8781.472236137999,1,3,0
88.09093372134855,3.511401183221353,15.268737028930536,16940.104581077296,1,3,0
45.35376041250221,4.2317905969254,22.76692444438013,1002.2465010637031,4,0,0
33.5594197348874,4.455405051270203,7.286535298449617,20076.460433696837,1,2,0
64.54410099666802,3.07297558421745,29.614599812542142,27538.8583656949,4,3,0
94.89238193286248,2.828508582897686,44.89872250545903,31017.171382071632,2,1,0
75.68238373399784,2.436923346444456,20.328276419164972,33208.168221922635,1,3,0
65.6048936071492,1.9262596450600369,15.96278505285957,41830.93652381275,5,0,1
27.77411950166148,2.455681823864203,18.031687507551,10851.59907305893,5,3,1
69.20057813593358,3.9824584507857037,5.1815780277840515,6112.042939679551,0,1,0
99.20430800834106,3.208655439568092,39.74731206418007,42591.70487770649,4,0,0
31.20672121892192,4.516354804796808,18.66715449846084,7914.97946314323,1,3,0
61.46637218909894,2.495210064706345,17.42734851411786,48740.528058676144,5,1,0
90.18984575423643,3.231903104234393,29.686062281871344,42142.65764699198,6,0,0
79.26148942033635,3.340883988913949,19.89150394190056,25093.742633890997,2,3,0
75.76125927962144,3.162637230378465,29.170506096353073,49072.92910360906,2,1,0
76.19872671896874,3.6618519788848234,2.765083055885438,4959.09878248941,6,0,0
48.75929209758041,1.5684506076866283,36.61755046750024,15222.981482637571,6,3,1
43.487347541159465,2.805636998956058,42.322677879573114,31947.39831052651,0,0,0
84.74889243828109,0.9690116126375645,29.19444237717237,17565.34273681162,2,1,0
84.80907157433447,2.2303009744016564,42.95546679864648,46425.79034384151,2,3,0
89.3657854864083,2.69450180879569,6.814454146648348,3374.7418000730963,1,3,0
93.05924420451771,3.435009167954626,21.483728526615916,27515.65041984213,4,3,0
60.90739190887503,4.777389736637915,27.081303027545125,29584.226743016214,3,1,0
60.12130357497597,3.2029297994676016,26.1781491339534,32671.13337648348,2,2,0
83.86361431734201,3.846172622794519,18.065780059006947,12857.74454425754,2,3,0
71.99711446222122,2.7781972677284124,15.213798421481762,18291.864733241237,3,1,0
76.15735018061628,3.353468141193491,5.707081014768846,42199.65843028238,2,0,0
83.66341355488808,0.8191949726019805,17.628410275302517,9827.644171610975,1,0,0
91.2004273454053,1.6447621137883115,7.319736679746831,41360.70557395076,1,1,0
47.03961254812286,2.128338919423124,33.04645544214983,28176.505602846846,3,2,0
50.04663621119552,2.626220097529311,9.39739209725655,38133.156808584696,5,1,0
27.51855518726952,0.7054193547607268,2.6354387378040234,35709.00757654723,2,0,1
66.26241127969392,1.1301084389899296,24.856476201775543,10454.823619705463,5,0,1
22.875381903739367,1.745664385060876,26.78533797237307,28483.755548050256,2,3,0
57.24784145059681,4.871897109054728,39.23608775762275,43399.38532497411,4,2,0
63.411570776606126,1.9910615319637284,25.964172558795685,21662.600216416275,2,1,0
42.92330017026275,2.6691847615043716,15.546638417555057,48332.879434143506,1,0,0
67.26666084552086,1.382439707322768,36.13553466868442,22665.53349507573,0,0,0
22.440019995123954,3.2485103198409573,24.312550193433946,7225.0032697274455,6,0,0
22.987855099937153,1.7630744698218843,3.5676128084036285,19532.790535875894,0,1,0
85.80804485277267,1.4314666029729204,25.4632752140961,47589.95007888781,0,1,0
48.81525131290103,2.8245768280069057,40.86083454397481,16054.070382058726,0,2,0
30.16484101215078,0.5247760962218937,17.834068147419924,43418.09817736644,6,3,1
61.77946080438435,0.5344881469215139,13.334661085491003,44074.4090159263,5,3,1
81.59948424788887,1.4858096409583599,6.456125565810902,17574.307564164857,6,3,1
37.26568219974745,0.6652461312536951,6.8150484870910795,4254.557136726543,5,0,0
69.83123806552001,0.9861158935881111,19.474716795381852,36255.43966702503,6,3,1
26.82779719950144,2.0248729220243824,26.805592087268828,15644.463720797903,6,0,1
24.134537693488618,4.111635558109158,3.6276932326320788,39167.888351452864,2,2,0
62.50837052545184,3.0742188951618536,42.28058650613246,22188.47692819561,5,0,1
63.25080972880852,2.807004766803874,33.98101278503382,24314.810442896818,2,2,0
70.99439211985653,1.8206997044365474,26.39807632276482,38917.679396751984,4,2,0
78.08730669781292,4.692891737447674,37.279740192254586,19179.93021997523,2,3,0
98.06816635700277,2.2865676855673627,3.608404056545098,22212.054531613434,0,3,0
61.30402786409562,0.8919174505809717,21.457749497990598,18871.904391604145,3,0,0
45.836517835299674,3.2767993225301058,28.354190708774855,18430.29171233627,3,1,0
83.61489558149628,1.0122727706447063,37.28938077532302,26344.734187382823,1,3,1
41.66658010096594,2.0535041426076144,35.256130202217044,40459.09228060742,1,3,1
55.11771365645089,2.78335372423014,12.468116237102983,18152.238764936035,2,1,0
26.276510507381275,4.434001361083292,42.339607630164195,26260.31055483306,6,1,1
22.028059473236603,2.720959611530534,5.595562864389166,33569.29353958578,6,3,1
97.01187317423401,3.6601644471424892,39.38101283795184,13545.028370552385,3,1,0
86.87840964097647,4.967675775495817,43.692311232207835,13948.387964629388,0,0,0
75.67793648749584,1.0917010395409172,7.971908545018151,46677.31503847039,5,2,1
52.71623555314159,1.7362918648378378,32.49297288917034,36204.375209221325,0,2,0
33.86354560566766,2.2755923401894087,1.8128483450099309,28901.615143543113,0,3,0
32.514963413686885,2.398226803424741,18.244027131261973,32421.23071558854,2,3,0
40.019431853167625,2.349594838694956,23.23274846389533,1562.0422108605765,2,0,0
63.938133176489636,4.584249511504497,26.129035165933534,30943.33798152867,4,1,0
77.16767381600499,3.713146900100854,42.11717617118518,25524.492773887676,0,3,1
72.8157901374185,3.235573463408167,30.25128092823876,27332.90902099384,6,2,0
42.39471175567543,1.8921772303825195,21.657507804865666,18035.248958857774,6,0,0
96.38922245305552,4.207056728995826,36.43537663196502,4165.5474958758,0,0,0
79.03175333566148,4.79777230168245,42.7739769429484,9747.627757241404,2,1,0
64.34832420091206,4.1953922714760195,0.9929766907030879,47542.16118931232,2,3,0
68.93765969874818,0.5070429733616281,44.21345725152174,20494.108157319606,4,3,1
53.568004994223195,3.3638061658253315,3.875946257865615,23387.489475960123,4,0,0
39.81847916009259,0.7301092164894533,36.64740506709426,2730.2185136866055,1,2,0
48.47781429210093,1.6592324915017485,12.615063864813562,1974.5548542446313,3,3,0
80.62768883714952,0.7678611515649726,5.948084598924229,35887.35420763321,0,2,0
21.15147909038047,3.217079538272245,19.79350378712257,26950.923739643455,6,0,1
29.2858112405533,3.5896546107167304,28.978046075142608,25484.428612391708,0,3,0
23.68021136174022,1.015194371296573,17.142833026056376,12231.914068091168,4,2,1
23.25830418551761,2.2272749737024076,2.455443372721453,37263.06150833312,4,0,0
88.43684672088058,2.553064290299939,26.975751284642246,8495.005297513744,1,2,0
76.29262875040189,2.1607385979241247,40.60814742498036,9577.7437086849,3,3,0
57.93390632698602,1.0446125021833688,17.244691467626325,23089.537350278944,1,1,0
27.82673285208012,2.3852650558436395,9.734974993387217,14385.365119385851,6,2,1
59.32927000934659,3.8803012151378815,19.915980566976693,12448.402763534003,3,1,0
57.87774166244525,0.8195344903996495,2.176321997195139,32297.35846321125,5,3,1
33.856149592801216,0.8608100633685656,36.921941301612364,32583.49008640537,0,1,0
54.70813193903784,2.096470813261929,37.1853364927584,41243.40178301647,1,0,0
51.88037875178988,4.737765702285163,26.46002085433328,20943.657491951497,4,1,0
69.26800784417732,3.5085769102531135,15.889630002227527,3746.946042204897,1,2,0
70.8074920694115,3.5540148050265414,35.99025140006025,13755.952607580737,5,2,1
23.62432078176356,2.1286399587703926,24.960916115476522,49002.27261352116,1,1,1
49.9690091701177,3.171473560438423,37.16695388475073,29853.302904111835,0,0,0
70.0687932571389,0.5455903281248452,28.41564566623593,35515.88053157091,5,3,1
60.250900686407014,3.36243220884294,35.298246294575875,467.1556983081853,4,1,1
88.51918729506578,4.609791264093065,26.9353346947992,25958.46603590779,4,2,0
72.69549052951561,3.2565806075516863,18.63634806970498,1972.6800108369757,2,2,0
33.034754166514375,4.431643670598553,43.10756369667619,28504.587583363253,5,1,1
25.645499792034386,3.757878749597422,24.350122119548015,46046.46539684016,2,1,0
71.39354225650524,1.042512873816606,27.229028334324227,48424.11461197035,2,1,0
22.120904843329747,4.561039882786288,9.921943773663717,27073.578501907316,0,3,0
66.86204650187706,0.798997299600987,28.15428552422744,22964.419782085577,1,2,0
95.2184193139966,2.902853626464937,25.722344226732474,47256.35300299985,4,2,0
66.03793423007032,1.1396170570705595,8.317727907616122,33713.130616635084,4,2,0
